;Марка;Цена без НДС, руб./км;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 14x3x0,5kl5 690V;1648011,922;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 14x3x0,75kl5 690V;2144846,713;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 14x3x1,0kl5 690V;2668889,852;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 14x3x1,5kl5 690V;3380285,76;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 14x3x2,5kl5 690V;5026953,107;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x2x0,5kl5 690V;1394653,277;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x2x0,75kl5 690V;1765183,725;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x2x1,0kl5 690V;2205098,058;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x2x1,5kl5 690V;2749701,776;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x2x2,5kl5 690V;4033581,632;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x3x0,5kl5 690V;1856622,677;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x3x0,75kl5 690V;2393053,279;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x3x1,0kl5 690V;2994767,881;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x3x1,5kl5 690V;3798900,119;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 16x3x2,5kl5 690V;5667795,306;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 17x0,5kl5 690V;779871,1006;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 17x0,75kl5 690V;967247,4536;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 17x1,0kl5 690V;1207957,012;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 17x1,5kl5 690V;1485341,828;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 17x2,5kl5 690V;2150563,459;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x2x0,5kl5 690V;1531227,775;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x2x0,75kl5 690V;1960689,905;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x2x1,0kl5 690V;2435171,965;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x2x1,5kl5 690V;3037216,71;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x2x2,5kl5 690V;4473564,681;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x3x0,5kl5 690V;2037863,549;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x3x0,75kl5 690V;2645018,729;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x3x1,0kl5 690V;3310463,953;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x3x1,5kl5 690V;4213338,138;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 18x3x2,5kl5 690V;6311785,287;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 19x0,5kl5 690V;827707,0735;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 19x0,75kl5 690V;1035470,63;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 19x1,0kl5 690V;1295954,742;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 19x1,5kl5 690V;1605664,583;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 19x2,5kl5 690V;2340209,638;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x0,5kl5 690V;1026440,341;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x0,75kl5 690V;1291252,428;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x1,0kl5 690V;1593311,048;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x1,5kl5 690V;1993070,527;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x2,5kl5 690V;2925273,76;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x2x0,5kl5 690V;1934578,536;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x2x0,75kl5 690V;2485053,41;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x2x1,0kl5 690V;3115657,072;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x2x1,5kl5 690V;3919830,905;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x2x2,5kl5 690V;5784238,549;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x3x0,5kl5 690V;2588288,893;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x3x0,75kl5 690V;3386393,799;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x3x1,0kl5 690V;4281998,082;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x3x1,5kl5 690V;5484951,847;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 24x3x2,5kl5 690V;8254151,003;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x0,5kl5 690V;1108581,829;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x0,75kl5 690V;1407023,911;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x1,0kl5 690V;1744151,517;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x1,5kl5 690V;2186051,794;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x2,5kl5 690V;3221581,091;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x2x0,5kl5 690V;2130982,746;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x2x0,75kl5 690V;2736134,49;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x2x1,0kl5 690V;3436611,479;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x2x1,5kl5 690V;4346552,169;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 27x2x2,5kl5 690V;6464240,308;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x0,5kl5 690V;217847,1181;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x0,75kl5 690V;244727,9035;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x1,0kl5 690V;281700,8742;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x1,5kl5 690V;315770,8074;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x2,5kl5 690V;414206,2454;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x2x0,5kl5 690V;324061,3082;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x2x0,75kl5 690V;377358,3988;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x2x1,0kl5 690V;443953,0199;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x2x1,5kl5 690V;512621,857;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x2x2,5kl5 690V;709537,8395;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x3x0,5kl5 690V;387455,3749;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x3x0,75kl5 690V;459902,4061;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x3x1,0kl5 690V;561721,1589;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x3x1,5kl5 690V;663836,6178;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 2x3x2,5kl5 690V;921300,1847;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x0,5kl5 690V;1194551,432;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x0,75kl5 690V;1527651,062;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x1,0kl5 690V;1896947,368;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x1,5kl5 690V;2381165,109;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x2,5kl5 690V;3531501,847;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x2x0,5kl5 690V;2315113,143;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x2x0,75kl5 690V;2987346,714;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x2x1,0kl5 690V;3762923,007;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x2x1,5kl5 690V;4766359,495;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 30x2x2,5kl5 690V;7105886,343;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x0,5kl5 690V;1401864,463;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x0,75kl5 690V;1809151,34;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x1,0kl5 690V;2248498,007;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x1,5kl5 690V;2869830,617;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x2,5kl5 690V;4253608,657;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x2x0,5kl5 690V;2768626,159;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x2x0,75kl5 690V;3597910,146;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x2x1,0kl5 690V;4500888,867;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x2x1,5kl5 690V;5769347,62;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 37x2x2,5kl5 690V;8614155,74;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x0,5kl5 690V;249972,2835;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x0,75kl5 690V;284668,9921;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x1,0kl5 690V;338520,4566;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x1,5kl5 690V;388862,1556;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x2,5kl5 690V;519112,8843;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x2x0,5kl5 690V;410713,6281;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x2x0,75kl5 690V;486734,8665;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x2x1,0kl5 690V;598457,148;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x2x1,5kl5 690V;703275,9076;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x2x2,5kl5 690V;960657,0739;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x3x0,5kl5 690V;511826,8163;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x3x0,75kl5 690V;618522,1188;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x3x1,0kl5 690V;756335,8201;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x3x1,5kl5 690V;906511,2126;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 3x3x2,5kl5 690V;1289702,711;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x0,5kl5 690V;286836,6151;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x0,75kl5 690V;336518,7159;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x1,0kl5 690V;402551,4453;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x1,5kl5 690V;467593,0087;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x2,5kl5 690V;633038,1174;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x2x0,5kl5 690V;505864,9317;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x2x0,75kl5 690V;605390,102;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x2x1,0kl5 690V;731855,1926;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x2x1,5kl5 690V;865397,1803;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x2x2,5kl5 690V;1219943,994;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x3x0,5kl5 690V;627129,6434;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x3x0,75kl5 690V;767466,7595;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x3x1,0kl5 690V;932807,2581;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x3x1,5kl5 690V;1145786,99;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 4x3x2,5kl5 690V;1634755,273;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x0,5kl5 690V;331215,2994;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x0,75kl5 690V;392567,0146;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x1,0kl5 690V;464214,1652;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x1,5kl5 690V;548203,5248;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x2,5kl5 690V;766980,5859;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x2x0,5kl5 690V;588041,502;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x2x0,75kl5 690V;707128,7144;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x2x1,0kl5 690V;870359,1035;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x2x1,5kl5 690V;1041731,554;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x2x2,5kl5 690V;1460188,851;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x3x0,5kl5 690V;736328,9522;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x3x0,75kl5 690V;905389,7877;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x3x1,0kl5 690V;1127080,008;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x3x1,5kl5 690V;1377013,646;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 5x3x2,5kl5 690V;1977264,593;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x0,5kl5 690V;372507,4241;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x0,75kl5 690V;442453,6675;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x1,0kl5 690V;530047,0842;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x1,5kl5 690V;637789,4202;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x2,5kl5 690V;888969,8531;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x2x0,5kl5 690V;665611,4988;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x2x0,75kl5 690V;805017,5664;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x2x1,0kl5 690V;998159,6542;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x2x1,5kl5 690V;1200351,463;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x2x2,5kl5 690V;1692292,359;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x3x0,5kl5 690V;833312,1835;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x3x0,75kl5 690V;1056698,078;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x3x1,0kl5 690V;1296533,61;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x3x1,5kl5 690V;1600543,706;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 6x3x2,5kl5 690V;2317121,419;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x0,5kl5 690V;395837,2435;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x0,75kl5 690V;475724,8502;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x1,0kl5 690V;572914,4024;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x1,5kl5 690V;696470,0677;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x2,5kl5 690V;981453,7742;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x2x0,5kl5 690V;736477,2193;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x2x0,75kl5 690V;918081,3272;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x2x1,0kl5 690V;1122288,955;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x2x1,5kl5 690V;1355161,388;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 7x2x2,5kl5 690V;1929601,872;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x0,5kl5 690V;439725,6023;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x0,75kl5 690V;531646,477;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x1,0kl5 690V;656452,2046;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x1,5kl5 690V;789515,1189;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x2,5kl5 690V;1111824,271;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x2x0,5kl5 690V;831556,6128;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x2x0,75kl5 690V;1020337,609;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x2x1,0kl5 690V;1248037,179;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x2x1,5kl5 690V;1516463,396;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x2x2,5kl5 690V;2176010,881;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x3x0,5kl5 690V;1058894,446;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x3x0,75kl5 690V;1329428,487;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x3x1,0kl5 690V;1652957,041;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x3x1,5kl5 690V;2053063,295;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 8x3x2,5kl5 690V;3014921,099;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 9x0,5kl5 690V;488037,3566;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 9x0,75kl5 690V;603977,769;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 9x1,0kl5 690V;733167,5589;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 9x1,5kl5 690V;882690,9448;
15.07.2021;ATOMKIP-KUPOmKPng(A)-FRHF 9x2,5kl5 690V;1255699,922;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x0,5kl5 690V;380616,9334;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x0,75kl5 690V;496160,2062;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x1,0kl5 690V;607715,5982;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x1,5kl5 690V;786688,512;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x2,5kl5 690V;1156255,826;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x2x0,5kl5 690V;686870,4435;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x2x0,75kl5 690V;909860,8694;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x2x1,0kl5 690V;1150536,672;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x2x1,5kl5 690V;1495576,261;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x2x2,5kl5 690V;2231895,042;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x3x0,5kl5 690V;892472,2975;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x3x0,75kl5 690V;1212663,282;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x3x1,0kl5 690V;1548643,347;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x3x1,5kl5 690V;2050344,566;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 10x3x2,5kl5 690V;3129453,036;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x0,5kl5 690V;424263,5198;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x0,75kl5 690V;556655,0188;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x1,0kl5 690V;689531,2665;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x1,5kl5 690V;898783,8319;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x2,5kl5 690V;1332330,959;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x2x0,5kl5 690V;785084,697;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x2x0,75kl5 690V;1048990,426;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x2x1,0kl5 690V;1334207,134;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x2x1,5kl5 690V;1737311,307;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x2x2,5kl5 690V;2622955,162;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x3x0,5kl5 690V;1029680,229;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x3x0,75kl5 690V;1422666,617;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x3x1,0kl5 690V;1807461,66;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x3x1,5kl5 690V;2405560,756;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 12x3x2,5kl5 690V;3694227,244;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x0,5kl5 690V;474445,7732;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x0,75kl5 690V;624477,4929;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x1,0kl5 690V;788841,4925;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x1,5kl5 690V;1024104,6;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x2,5kl5 690V;1527165,626;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x2x0,5kl5 690V;890404,1498;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x2x0,75kl5 690V;1208427,757;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x2x1,0kl5 690V;1525995,679;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x2x1,5kl5 690V;1999687,072;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x2x2,5kl5 690V;3027400,004;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x3x0,5kl5 690V;1170998,315;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x3x0,75kl5 690V;1633382,764;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x3x1,0kl5 690V;2074555,193;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x3x1,5kl5 690V;2782175,707;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 14x3x2,5kl5 690V;4298436,172;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x2x0,5kl5 690V;981577,498;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x2x0,75kl5 690V;1347276,159;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x2x1,0kl5 690V;1699424,78;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x2x1,5kl5 690V;2245239,817;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x2x2,5kl5 690V;3426214,48;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x3x0,5kl5 690V;1319504,567;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x3x0,75kl5 690V;1824964,031;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x3x1,0kl5 690V;2332327,7;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x3x1,5kl5 690V;3132022,466;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 16x3x2,5kl5 690V;4856137,561;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 17x0,5kl5 690V;550001,1312;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 17x0,75kl5 690V;730787,8907;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 17x1,0kl5 690V;929330,1186;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 17x1,5kl5 690V;1211179,53;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 17x2,5kl5 690V;1830007,372;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x2x0,5kl5 690V;1090801,031;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x2x0,75kl5 690V;1482642,777;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x2x1,0kl5 690V;1881412,712;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x2x1,5kl5 690V;2487014,147;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x2x2,5kl5 690V;3806901,923;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x3x0,5kl5 690V;1458435,762;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x3x0,75kl5 690V;2022508,41;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x3x1,0kl5 690V;2582355,655;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x3x1,5kl5 690V;3483959,829;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 18x3x2,5kl5 690V;5419144,749;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 19x0,5kl5 690V;586009,0515;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 19x0,75kl5 690V;785000,1344;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 19x1,0kl5 690V;1000418,252;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 19x1,5kl5 690V;1313583,956;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 19x2,5kl5 690V;1996826,905;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x0,5kl5 690V;724257,8251;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x0,75kl5 690V;981551,628;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x1,0kl5 690V;1230908,757;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x1,5kl5 690V;1642049,423;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x2,5kl5 690V;2486892,192;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x2x0,5kl5 690V;1370810,112;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x2x0,75kl5 690V;1882487,261;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x2x1,0kl5 690V;2399491,215;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x2x1,5kl5 690V;3222292,994;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x2x2,5kl5 690V;4942616,702;
15.07.2021;ATOMKIP-KUPOmKPng(A)-HF 24x3x0,5kl5 690V;1855384,825;
